FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;GPC_DOM;QRESIDUOS_DOM;QRESIDUOS_NO_DOM;QRESIDUOS_MUN;PERIODO
20241212;367;40207;COSTA;AREQUIPA;CAMANA;QUILCA;682;175;507;0,46;29,65;12,71;42,36;2014
20241212;368;40208;COSTA;AREQUIPA;CAMANA;SAMUEL PASTOR;15058;13754;1304;0,38;1907,69;817,58;2725,27;2014
20241212;369;40301;SIERRA;AREQUIPA;CARAVELI;CARAVELI;3749;3674;75;0,45;602,46;258,2;860,65;2014
20241212;370;40302;COSTA;AREQUIPA;CARAVELI;ACARI;3318;2916;402;0,46;493,64;211,56;705,2;2014
20241212;371;40303;COSTA;AREQUIPA;CARAVELI;ATICO;4173;3295;878;0,27;324,73;139,17;463,9;2014
20241212;372;40304;COSTA;AREQUIPA;CARAVELI;ATIQUIPA;900;159;741;0,46;26,97;11,56;38,53;2014
20241212;373;40305;COSTA;AREQUIPA;CARAVELI;BELLA UNION;6279;2105;4174;0,4;307,29;131,69;438,98;2014
20241212;374;40306;SIERRA;AREQUIPA;CARAVELI;CAHUACHO;908;260;648;0,45;42,59;18,25;60,85;2014
20241212;375;40307;COSTA;AREQUIPA;CARAVELI;CHALA;6575;6046;529;0,46;1023,51;438,65;1462,16;2014
20241212;376;40308;COSTA;AREQUIPA;CARAVELI;CHAPARRA;5176;2208;2968;0,46;373,88;160,23;534,11;2014
20241212;377;40309;SIERRA;AREQUIPA;CARAVELI;HUANUHUANU;3169;115;3054;0,45;18,85;8,08;26,93;2014
20241212;378;40310;SIERRA;AREQUIPA;CARAVELI;JAQUI;1313;1092;221;0,45;179,16;76,78;255,94;2014
20241212;379;40311;COSTA;AREQUIPA;CARAVELI;LOMAS;1316;1178;138;0,46;199,43;85,47;284,91;2014
20241212;380;40312;SIERRA;AREQUIPA;CARAVELI;QUICACHA;1890;313;1577;0,45;51,3;21,99;73,29;2014
20241212;381;40313;COSTA;AREQUIPA;CARAVELI;YAUCA;1607;1357;250;0,46;229,68;98,44;328,12;2014
20241212;382;40401;COSTA;AREQUIPA;CASTILLA;APLAO;8885;4866;4019;0,27;479,51;205,5;685,01;2014
20241212;383;40402;SIERRA;AREQUIPA;CASTILLA;ANDAGUA;1177;771;406;0,45;126,47;54,2;180,67;2014
20241212;384;40403;SIERRA;AREQUIPA;CASTILLA;AYO;395;287;108;0,45;47,14;20,2;67,35;2014
20241212;385;40404;SIERRA;AREQUIPA;CASTILLA;CHACHAS;1755;507;1248;0,45;83,22;35,67;118,89;2014
20241212;386;40405;SIERRA;AREQUIPA;CASTILLA;CHILCAYMARCA;1186;672;514;0,45;110,18;47,22;157,4;2014
20241212;387;40406;SIERRA;AREQUIPA;CASTILLA;CHOCO;1027;349;678;0,45;57,29;24,55;81,85;2014
20241212;388;40407;COSTA;AREQUIPA;CASTILLA;HUANCARQUI;1339;1104;235;0,46;186,84;80,07;266,91;2014
20241212;389;40408;SIERRA;AREQUIPA;CASTILLA;MACHAGUAY;749;304;445;0,45;49,89;21,38;71,27;2014
20241212;390;40409;SIERRA;AREQUIPA;CASTILLA;ORCOPAMPA;9521;7737;1784;0,36;1016,58;435,68;1452,26;2014
20241212;391;40410;SIERRA;AREQUIPA;CASTILLA;PAMPACOLCA;2782;1585;1197;0,45;259,98;111,42;371,4;2014
20241212;392;40411;SIERRA;AREQUIPA;CASTILLA;TIPAN;532;136;396;0,45;22,29;9,55;31,84;2014
20241212;393;40412;SIERRA;AREQUIPA;CASTILLA;UÑON;433;311;122;0,45;51,03;21,87;72,89;2014
20241212;394;40413;COSTA;AREQUIPA;CASTILLA;URACA;7245;2687;4558;0,46;454,95;194,98;649,92;2014
20241212;395;40414;SIERRA;AREQUIPA;CASTILLA;VIRACO;1756;1152;604;0,45;188,97;80,99;269,96;2014
20241212;396;40501;SIERRA;AREQUIPA;CAYLLOMA;CHIVAY;7548;7261;287;0,45;1190,81;510,35;1701,16;2014
20241212;397;40502;SIERRA;AREQUIPA;CAYLLOMA;ACHOMA;938;860;78;0,45;140,99;60,43;201,42;2014
20241212;398;40503;SIERRA;AREQUIPA;CAYLLOMA;CABANACONDE;2467;2351;116;0,45;385,49;165,21;550,7;2014
20241212;399;40504;SIERRA;AREQUIPA;CAYLLOMA;CALLALLI;2069;877;1192;0,45;143,77;61,62;205,39;2014
20241212;400;40505;SIERRA;AREQUIPA;CAYLLOMA;CAYLLOMA;3285;1727;1558;0,45;283,29;121,41;404,7;2014
20241212;401;40506;SIERRA;AREQUIPA;CAYLLOMA;COPORAQUE;1516;1294;222;0,45;212,2;90,94;303,15;2014
20241212;402;40507;SIERRA;AREQUIPA;CAYLLOMA;HUAMBO;647;383;264;0,45;62,83;26,93;89,76;2014
20241212;403;40508;SIERRA;AREQUIPA;CAYLLOMA;HUANCA;1500;757;743;0,45;124,13;53,2;177,33;2014
20241212;404;40509;SIERRA;AREQUIPA;CAYLLOMA;ICHUPAMPA;677;635;42;0,45;104,13;44,63;148,76;2014
20241212;405;40510;SIERRA;AREQUIPA;CAYLLOMA;LARI;1522;1388;134;0,45;227,6;97,54;325,14;2014
20241212;406;40511;SIERRA;AREQUIPA;CAYLLOMA;LLUTA;1297;520;777;0,45;85,26;36,54;121,8;2014
20241212;407;40512;SIERRA;AREQUIPA;CAYLLOMA;MACA;747;740;7;0,45;121,43;52,04;173,47;2014
20241212;408;40513;SIERRA;AREQUIPA;CAYLLOMA;MADRIGAL;522;511;11;0,45;83,78;35,91;119,69;2014
20241212;409;40514;SIERRA;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA ;1535;495;1040;0,45;81,12;34,77;115,89;2014
20241212;410;40515;SIERRA;AREQUIPA;CAYLLOMA;SIBAYO;693;456;237;0,45;74,77;32,04;106,82;2014
20241212;411;40516;SIERRA;AREQUIPA;CAYLLOMA;TAPAY;562;101;461;0,45;16,62;7,12;23,74;2014
20241212;412;40517;SIERRA;AREQUIPA;CAYLLOMA;TISCO;1498;380;1118;0,45;62,33;26,71;89,04;2014
20241212;413;40518;SIERRA;AREQUIPA;CAYLLOMA;TUTI;775;652;123;0,45;106,91;45,82;152,73;2014
20241212;414;40519;SIERRA;AREQUIPA;CAYLLOMA;YANQUE;2165;1842;323;0,45;302,07;129,46;431,53;2014
20241212;415;40520;COSTA;AREQUIPA;CAYLLOMA;MAJES;59640;37461;22179;0,6;8203,91;3515,96;11719,87;2014
20241212;416;40601;COSTA;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;3396;2624;772;0,46;444,29;190,41;634,71;2014
20241212;417;40602;SIERRA;AREQUIPA;CONDESUYOS;ANDARAY;680;332;348;0,45;54,44;23,33;77,77;2014
20241212;418;40603;SIERRA;AREQUIPA;CONDESUYOS;CAYARANI;3237;401;2836;0,45;65,76;28,18;93,95;2014
20241212;419;40604;SIERRA;AREQUIPA;CONDESUYOS;CHICHAS;694;154;540;0,45;25,31;10,85;36,15;2014
20241212;420;40605;COSTA;AREQUIPA;CONDESUYOS;IRAY;658;284;374;0,46;48,06;20,6;68,65;2014
20241212;421;40606;SIERRA;AREQUIPA;CONDESUYOS;RIO GRANDE;2845;2131;714;0,45;349,44;149,76;499,2;2014
20241212;422;40607;SIERRA;AREQUIPA;CONDESUYOS;SALAMANCA;904;466;438;0,45;76,5;32,79;109,29;2014
20241212;423;40608;SIERRA;AREQUIPA;CONDESUYOS;YANAQUIHUA;5727;643;5084;0,45;105,41;45,18;150,59;2014
20241212;424;40701;COSTA;AREQUIPA;ISLAY;MOLLENDO;22703;21532;1171;0,37;2907,94;1246,26;4154,2;2014
20241212;425;40702;COSTA;AREQUIPA;ISLAY;COCACHACRA;9072;7339;1733;0,56;1500,01;642,86;2142,87;2014
20241212;426;40703;COSTA;AREQUIPA;ISLAY;DEAN VALDIVIA;6608;5409;1199;0,49;967,47;414,63;1382,1;2014
20241212;427;40704;COSTA;AREQUIPA;ISLAY;ISLAY;6812;6812;0;0,46;1153,21;494,23;1647,44;2014
20241212;428;40705;COSTA;AREQUIPA;ISLAY;MEJIA;1054;636;418;0,58;134,63;57,7;192,33;2014
20241212;429;40706;COSTA;AREQUIPA;ISLAY;PUNTA DE BOMBON;6527;6287;240;0,46;1064,41;456,18;1520,58;2014
20241212;430;40801;SIERRA;AREQUIPA;LA UNIÓN;COTAHUASI;2962;1895;1067;0,45;310,68;133,15;443,83;2014
20241212;431;40802;SIERRA;AREQUIPA;LA UNIÓN;ALCA;2046;1468;578;0,45;240,7;103,16;343,86;2014
20241212;432;40803;SIERRA;AREQUIPA;LA UNIÓN;CHARCANA;569;323;246;0,45;52,93;22,68;75,61;2014
20241212;433;40804;SIERRA;AREQUIPA;LA UNIÓN;HUAYNACOTAS;2286;1017;1269;0,45;166,75;71,46;238,22;2014
20241212;434;40805;SIERRA;AREQUIPA;LA UNIÓN;PAMPAMARCA;1290;475;815;0,45;77,96;33,41;111,38;2014
20241212;435;40806;SIERRA;AREQUIPA;LA UNIÓN;PUYCA;2827;941;1886;0,45;154,37;66,16;220,53;2014
20241212;436;40807;SIERRA;AREQUIPA;LA UNIÓN;QUECHUALLA;243;52;191;0,45;8,46;3,62;12,08;2014
20241212;437;40808;SIERRA;AREQUIPA;LA UNIÓN;SAYLA;568;157;411;0,45;25,71;11,02;36,73;2014
20241212;438;40809;SIERRA;AREQUIPA;LA UNIÓN;TAURIA;326;173;153;0,45;28,37;12,16;40,52;2014
20241212;439;40810;SIERRA;AREQUIPA;LA UNIÓN;TOMEPAMPA;838;335;503;0,45;55;23,57;78,57;2014
20241212;440;40811;SIERRA;AREQUIPA;LA UNIÓN;TORO;834;302;532;0,45;49,54;21,23;70,77;2014
20241212;441;50101;SIERRA;AYACUCHO;HUAMANGA;AYACUCHO   ;91960;89185;2775;0,45;14642,19;6275,23;20917,42;2014
20241212;442;50102;SIERRA;AYACUCHO;HUAMANGA;ACOCRO;10497;1141;9356;0,45;187,1;80,19;267,28;2014
20241212;443;50103;SIERRA;AYACUCHO;HUAMANGA;ACOS VINCHOS;5839;713;5126;0,45;116,97;50,13;167,1;2014
20241212;444;50104;SIERRA;AYACUCHO;HUAMANGA;CARMEN ALTO ;20661;20038;623;0,5;3665,35;1570,87;5236,22;2014
20241212;445;50105;SIERRA;AYACUCHO;HUAMANGA;CHIARA;6840;1799;5041;0,27;177,29;75,98;253,27;2014
20241212;446;50106;SIERRA;AYACUCHO;HUAMANGA;OCROS   ;6315;1050;5265;0,45;172,15;73,78;245,93;2014
20241212;447;50107;SIERRA;AYACUCHO;HUAMANGA;PACAYCASA;3149;1426;1723;0,45;233,86;100,22;334,08;2014
20241212;448;50108;SIERRA;AYACUCHO;HUAMANGA;QUINUA;6203;2374;3829;0,45;389,26;166,83;556,09;2014
20241212;449;50109;SIERRA;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;2335;242;2093;0,45;39,73;17,03;56,75;2014
20241212;450;50110;SIERRA;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;48770;47791;979;0,65;11324,05;4853,16;16177,21;2014
20241212;451;50111;SIERRA;AYACUCHO;HUAMANGA;SANTIAGO DE PISCHA;1586;604;982;0,45;99,05;42,45;141,51;2014
20241212;452;50112;SIERRA;AYACUCHO;HUAMANGA;SOCOS;7431;1163;6268;0,45;190,74;81,74;272,48;2014
20241212;453;50113;SIERRA;AYACUCHO;HUAMANGA;TAMBILLO;5186;213;4973;0,45;35,01;15;50,01;2014
20241212;454;50114;SIERRA;AYACUCHO;HUAMANGA;VINCHOS;16518;704;15814;0,45;115,44;49,47;164,92;2014
20241212;455;50115;SIERRA;AYACUCHO;HUAMANGA;JESUS NAZARENO;17663;16469;1194;0,52;3125,83;1339,64;4465,47;2014
20241212;456;50116;SIERRA;AYACUCHO;HUAMANGA;ANDRÉS AVELINO CÁCERES DORREGARAY   ;21242;20825;417;0;0;0;0;2014
20241212;457;50201;SIERRA;AYACUCHO;CANGALLO;CANGALLO;6758;2383;4375;0,28;243,59;104,39;347,98;2014
20241212;458;50202;SIERRA;AYACUCHO;CANGALLO;CHUSCHI;8015;3589;4426;0,61;799,07;342,46;1141,52;2014
20241212;459;50203;SIERRA;AYACUCHO;CANGALLO;LOS MOROCHUCOS;8187;2886;5301;0,45;473,22;202,81;676,02;2014
20241212;460;50204;SIERRA;AYACUCHO;CANGALLO;MARIA PARADO DE BELLIDO;2609;403;2206;0,45;66,04;28,3;94,35;2014
